,Unnamed: 0,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Month,Seasons
3697,3697,8860300300,9/2/2014,610000.0,4,2.75,2090,8400,1.0,0.0,0.0,Very_Good,8,1240,850.0,1976,0.0,98052,47.6872,-122.123,2340,9000,9,Summer
3698,3698,3738900165,10/24/2014,385000.0,4,1.75,2080,8215,2.0,0.0,0.0,Very_Good,7,2080,0.0,1948,0.0,98155,47.737,-122.305,1550,8215,10,Fall
3699,3699,1314300018,3/24/2015,367500.0,3,3.25,1400,1343,2.0,0.0,0.0,Good,7,1160,240.0,2005,0.0,98118,47.5483,-122.277,1400,1326,3,Winter
3700,3700,3992700265,8/4/2014,385100.0,3,1.0,1060,8040,1.0,0.0,0.0,Very_Good,6,1060,0.0,1949,0.0,98125,47.7121,-122.287,1300,7620,8,Summer
3701,3701,1105000296,12/29/2014,230000.0,2,1.0,720,5913,1.0,0.0,0.0,Good,6,720,0.0,1920,0.0,98118,47.5447,-122.27,1560,6600,12,Winter
3702,3702,1773100121,6/23/2014,286000.0,3,2.75,1100,750,2.0,0.0,0.0,Good,7,780,320.0,2008,0.0,98106,47.5601,-122.363,1170,4800,6,Spring
3703,3703,7585000110,3/26/2015,201700.0,3,1.0,1010,9576,1.0,0.0,0.0,Very_Good,7,1010,0.0,1967,0.0,98001,47.2956,-122.272,1540,9576,3,Winter
3704,3704,822069112,4/23/2015,1350000.0,4,4.75,5230,89298,2.5,0.0,0.0,Good,11,5230,0.0,2002,0.0,98038,47.4097,-122.063,4110,107153,4,Spring
3705,3705,5423030300,5/19/2014,525000.0,4,1.75,2420,7672,1.0,0.0,0.0,Good,8,1480,940.0,1979,0.0,98027,47.5637,-122.085,2370,7699,5,Spring
3706,3706,1387301730,2/2/2015,361000.0,3,1.5,1200,7236,1.0,0.0,0.0,Good,7,1200,0.0,1975,0.0,98011,47.739,-122.194,1680,7800,2,Winter
3707,3707,4447300008,9/23/2014,530000.0,3,1.5,1950,1963,3.0,0.0,0.0,Good,8,1950,0.0,2002,0.0,98117,47.6904,-122.397,1590,2028,9,Summer
3708,3708,6413600123,10/8/2014,455000.0,3,2.25,1870,7403,1.0,0.0,0.0,Good,7,1870,0.0,1950,0.0,98125,47.7171,-122.32,1630,7440,10,Fall
3709,3709,3288100100,11/20/2014,421000.0,4,2.25,1310,8400,1.0,0.0,0.0,Very_Good,7,1310,0.0,1966,0.0,98034,47.7317,-122.181,1600,8400,11,Fall
3710,3710,6127600110,5/2/2014,640000.0,4,2.0,1520,6200,1.5,0.0,0.0,Good,7,1520,0.0,1945,0.0,98115,47.678,-122.269,1910,6200,5,Spring
3711,3711,3423049165,3/31/2015,240000.0,3,1.0,1270,12733,1.0,0.0,0.0,Good,7,1270,0.0,1955,0.0,98188,47.445,-122.276,1660,11536,3,Winter
3712,3712,1233100601,10/24/2014,360000.0,2,1.0,840,7414,1.0,0.0,0.0,Very_Good,6,840,0.0,1928,0.0,98033,47.6771,-122.172,1740,9784,10,Fall
3713,3713,3422059085,3/24/2015,157340.0,2,1.0,900,23000,1.0,0.0,0.0,Not_Good,7,900,0.0,1953,0.0,98042,47.3576,-122.156,1460,8265,3,Winter
3714,3714,9294300600,4/15/2015,1240000.0,4,3.0,3010,6139,2.0,0.0,4.0,Excellent,8,2560,450.0,1950,0.0,98115,47.6799,-122.268,2100,6798,4,Spring
3715,3715,7282900025,5/6/2014,250000.0,3,1.0,1050,6874,1.0,0.0,0.0,Good,6,1050,0.0,1954,0.0,98133,47.762,-122.355,1500,8954,5,Spring
3716,3716,2526059076,2/25/2015,735000.0,6,2.75,3360,84506,1.0,0.0,0.0,Excellent,7,2040,1320.0,1962,0.0,98052,47.715,-122.121,2190,43124,2,Winter
3717,3717,5451100490,1/15/2015,884900.0,7,4.75,5370,10800,1.5,0.0,0.0,Good,8,5370,0.0,1967,0.0,98040,47.538,-122.223,2310,10910,1,Winter
3718,3718,126059097,10/23/2014,775000.0,3,3.5,2690,104544,2.0,0.0,0.0,Good,8,2690,0.0,1948,1990.0,98072,47.7717,-122.112,2300,81698,10,Fall
3719,3719,7739100015,5/2/2014,463000.0,3,1.75,1710,7320,1.0,0.0,0.0,Good,7,1710,0.0,1948,0.0,98155,47.7512,-122.281,2260,8839,5,Spring
3720,3720,9828702251,6/23/2014,579000.0,3,2.5,1640,1269,3.0,0.0,0.0,Good,8,1640,0.0,2009,0.0,98112,47.6197,-122.3,1590,1231,6,Spring
3721,3721,9558040820,7/9/2014,570000.0,6,3.75,4000,6015,2.0,0.0,2.0,Good,10,3080,920.0,2004,0.0,98058,47.453,-122.118,3180,5700,7,Summer
3722,3722,1437580600,3/31/2015,1060000.0,5,4.5,4140,7924,2.0,0.0,0.0,Good,10,4140,0.0,2005,0.0,98074,47.6102,-121.993,3960,8410,3,Winter
3723,3723,5469502460,9/9/2014,375000.0,4,2.75,3140,24800,1.0,0.0,0.0,Very_Good,8,2080,1060.0,1971,0.0,98042,47.3782,-122.161,2850,12900,9,Summer
3724,3724,2919701105,12/9/2014,422000.0,2,1.75,1320,2609,1.0,0.0,0.0,Very_Good,7,920,400.0,1938,0.0,98117,47.6878,-122.366,1200,4220,12,Winter
3725,3725,952003585,2/9/2015,866500.0,4,3.5,3080,4945,2.0,0.0,0.0,Good,9,2010,1070.0,2014,0.0,98126,47.5662,-122.379,1220,4945,2,Winter
3726,3726,3066400750,4/13/2015,705000.0,3,2.5,2500,10359,2.0,0.0,0.0,Good,10,2500,0.0,1986,0.0,98074,47.6286,-122.051,2580,10142,4,Spring
3727,3727,2607740100,10/29/2014,470000.0,4,2.5,2520,9684,2.0,0.0,0.0,Good,8,2520,0.0,1994,0.0,98045,47.4848,-121.801,2090,10133,10,Fall
3728,3728,793200100,12/18/2014,360000.0,3,1.25,2350,6200,1.0,0.0,0.0,Very_Good,7,1320,1030.0,1966,0.0,98007,47.5979,-122.135,2140,9543,12,Winter
3729,3729,6744700900,4/29/2015,795000.0,4,2.5,2570,13450,1.0,0.0,4.0,Good,8,1510,1060.0,1948,0.0,98155,47.7429,-122.285,3470,12615,4,Spring
3730,3730,1828300100,3/30/2015,800000.0,4,2.5,3100,7807,2.0,0.0,0.0,Good,9,3100,0.0,2003,0.0,98034,47.7151,-122.227,3100,7807,3,Winter
3731,3731,1118000110,5/29/2014,2450000.0,4,3.5,4730,13586,1.5,0.0,0.0,Excellent,10,4270,460.0,1935,0.0,98112,47.6319,-122.288,3710,8828,5,Spring
3732,3732,9297301015,4/8/2015,277284.0,3,1.75,1030,4800,1.0,0.0,0.0,Good,6,930,100.0,1927,0.0,98126,47.566,-122.373,1540,4800,4,Spring
3733,3733,585000008,4/13/2015,460000.0,2,1.0,1020,4002,1.0,0.0,0.0,Excellent,7,1020,0.0,1953,0.0,98116,47.5828,-122.395,1780,5000,4,Spring
3734,3734,4070700300,5/4/2015,898888.0,3,2.5,2080,3729,2.0,0.0,0.0,Good,9,2080,0.0,1996,0.0,98033,47.6731,-122.199,2080,4000,5,Spring
3735,3735,3026079031,8/6/2014,211000.0,3,1.0,1410,47916,1.0,0.0,0.0,Good,7,1410,0.0,1981,0.0,98019,47.7149,-121.96,1810,215622,8,Summer
3736,3736,2781250750,8/28/2014,222000.0,2,2.0,1360,3300,2.0,0.0,0.0,Good,6,1360,0.0,2004,0.0,98038,47.3489,-122.022,1310,3300,8,Summer
3737,3737,203100625,5/29/2014,672000.0,3,2.5,2620,21587,2.0,0.0,0.0,Good,7,2620,0.0,1992,0.0,98053,47.6384,-121.959,2570,23650,5,Spring
3738,3738,687600110,10/20/2014,778000.0,3,2.25,2260,33080,1.0,0.0,0.0,Excellent,9,1690,570.0,1974,0.0,98005,47.6386,-122.183,3020,35291,10,Fall
3739,3739,2473372250,1/21/2015,312500.0,3,1.75,1490,9493,1.0,0.0,0.0,Very_Good,8,1490,0.0,1976,0.0,98058,47.4514,-122.134,2440,9600,1,Winter
3740,3740,7974700112,7/14/2014,650000.0,4,2.5,2530,6500,1.5,0.0,0.0,Good,8,1720,810.0,1975,0.0,98115,47.6737,-122.284,2150,5280,7,Summer
3741,3741,2330000015,8/26/2014,740000.0,6,2.25,3140,10250,1.0,0.0,0.0,Very_Good,8,1570,1570.0,1959,0.0,98005,47.6116,-122.169,2320,10250,8,Summer
3742,3742,7230300100,8/26/2014,320000.0,3,2.0,1820,17600,1.0,0.0,0.0,Excellent,7,1820,0.0,1972,0.0,98059,47.4703,-122.112,2190,17440,8,Summer
3743,3743,2133010110,5/8/2015,455000.0,4,2.5,1770,13168,2.0,0.0,0.0,Good,7,1770,0.0,1990,0.0,98019,47.7306,-121.966,2050,14859,5,Spring
3744,3744,4389201250,5/13/2014,2450000.0,5,4.0,4430,9000,2.0,0.0,0.0,Good,10,4430,0.0,2013,0.0,98004,47.6168,-122.216,2470,9490,5,Spring
3745,3745,3383900057,12/3/2014,500000.0,3,3.25,1490,902,3.0,0.0,0.0,Good,8,1220,270.0,2001,0.0,98102,47.6357,-122.324,1550,1092,12,Winter
3746,3746,2424410110,6/11/2014,325000.0,3,1.75,1790,27427,1.0,0.0,0.0,Good,7,1130,660.0,1978,0.0,98065,47.532,-121.761,1610,16684,6,Spring
3747,3747,3126049436,9/12/2014,416000.0,3,2.5,1710,1296,3.0,0.0,0.0,Good,8,1510,200.0,2004,0.0,98103,47.6963,-122.342,1610,1282,9,Summer
3748,3748,9238500100,3/18/2015,495000.0,4,2.25,2070,20280,2.0,0.0,0.0,Very_Good,7,2070,0.0,1968,0.0,98072,47.774,-122.134,2190,21560,3,Winter
3749,3749,9828700900,5/5/2014,549000.0,2,1.0,1140,5400,1.0,0.0,0.0,Excellent,7,1140,0.0,1908,0.0,98112,47.6205,-122.294,1520,4800,5,Spring
3750,3750,686400930,8/25/2014,589000.0,5,2.0,3930,10150,1.5,0.0,0.0,Very_Good,8,3070,860.0,1968,0.0,98008,47.6317,-122.114,2200,8190,8,Summer
3751,3751,5515600088,11/21/2014,194820.0,3,1.5,1100,32700,1.0,0.0,0.0,Good,7,1100,0.0,1967,0.0,98001,47.3186,-122.289,1616,32700,11,Fall
3752,3752,1254200015,12/16/2014,405000.0,3,2.5,2260,5500,1.5,0.0,0.0,Good,7,1280,980.0,1910,0.0,98117,47.681,-122.388,1790,5355,12,Winter
3753,3753,1254200015,4/8/2015,625000.0,3,2.5,2260,5500,1.5,0.0,0.0,Good,7,1280,980.0,1910,0.0,98117,47.681,-122.388,1790,5355,4,Spring
3754,3754,1523049209,11/13/2014,205000.0,3,1.0,1130,7014,1.0,0.0,0.0,Good,7,1130,0.0,1954,0.0,98168,47.4743,-122.274,1440,9350,11,Fall
3755,3755,561000300,6/23/2014,345100.0,3,3.75,1950,8625,1.0,0.0,0.0,Good,8,1360,590.0,1959,0.0,98178,47.505,-122.258,1950,6670,6,Spring
3756,3756,399000195,10/20/2014,200000.0,3,1.0,960,7500,1.0,0.0,0.0,Good,6,960,0.0,1953,0.0,98178,47.4966,-122.255,1250,6000,10,Fall
3757,3757,2540700110,2/12/2015,1910000.0,4,3.5,4210,18564,2.0,0.0,0.0,Good,11,4210,0.0,2001,0.0,98039,47.6206,-122.225,3520,18564,2,Winter
3758,3758,2523089097,10/29/2014,524500.0,3,1.5,3430,264844,1.0,0.0,2.0,Good,7,2230,1200.0,1988,0.0,98045,47.4476,-121.723,1660,145926,10,Fall
3759,3759,3026079055,8/26/2014,598600.0,4,2.75,3470,212639,2.0,0.0,0.0,Good,7,2070,1400.0,1993,0.0,98019,47.7066,-121.968,2370,233917,8,Summer
3760,3760,1105000011,12/9/2014,367777.0,5,3.0,2140,5937,1.0,0.0,0.0,Good,7,1280,860.0,1978,0.0,98118,47.5459,-122.27,1820,6710,12,Winter
3761,3761,5113400535,5/7/2014,750000.0,3,2.75,2520,5401,1.0,0.0,0.0,Very_Good,7,1360,1160.0,1946,0.0,98119,47.6452,-122.373,1800,5036,5,Spring
3762,3762,3876301140,11/5/2014,575000.0,5,2.25,3550,7992,2.0,0.0,0.0,Good,8,3550,0.0,1968,0.0,98034,47.7285,-122.179,2110,7992,11,Fall
3763,3763,1523049188,4/30/2015,84000.0,2,1.0,700,20130,1.0,0.0,0.0,Good,6,700,0.0,1949,0.0,98168,47.4752,-122.271,1490,18630,4,Spring
3764,3764,5621100115,12/18/2014,255000.0,2,1.0,740,5000,1.0,0.0,0.0,Very_Good,6,740,0.0,1926,0.0,98118,47.5298,-122.273,1170,4968,12,Winter
3765,3765,4219401080,5/20/2014,1740000.0,4,3.75,3300,4545,1.5,0.0,4.0,Good,10,2600,700.0,1926,1999.0,98105,47.6561,-122.274,3300,5000,5,Spring
3766,3766,2112700600,5/13/2015,415000.0,3,2.25,1640,5880,1.0,0.0,0.0,Good,7,1240,400.0,1977,0.0,98106,47.5323,-122.351,1200,4760,5,Spring
3767,3767,3222049112,5/7/2015,449900.0,3,2.5,2780,8225,2.0,0.0,1.0,Good,9,2780,0.0,1990,0.0,98198,47.3509,-122.323,720,9736,5,Spring
3768,3768,622059019,9/19/2014,220000.0,5,1.5,1830,94960,1.5,0.0,0.0,Good,7,1830,0.0,1929,0.0,98031,47.4218,-122.218,1440,16365,9,Summer
3769,3769,9348700490,4/10/2015,899000.0,4,2.5,3540,9349,2.0,0.0,0.0,Good,10,3540,0.0,2003,0.0,98052,47.7046,-122.107,3280,7546,4,Spring
3770,3770,9259900025,7/14/2014,430000.0,3,2.5,1440,7320,1.0,0.0,0.0,Excellent,7,1440,0.0,1954,0.0,98125,47.7179,-122.316,1160,6941,7,Summer
3771,3771,3022059066,1/30/2015,472500.0,4,2.5,2960,223462,2.0,0.0,0.0,Good,10,2960,0.0,2001,0.0,98030,47.3646,-122.211,2770,16482,1,Winter
3772,3772,1777500090,12/29/2014,680000.0,6,2.5,3180,9375,1.0,0.0,0.0,Very_Good,8,1590,1590.0,1967,0.0,98006,47.5707,-122.129,2670,9625,12,Winter
3773,3773,3885803245,3/5/2015,1650000.0,5,4.0,3310,8400,2.0,0.0,0.0,Good,10,3310,0.0,2000,0.0,98033,47.6914,-122.214,3430,8400,3,Winter
3774,3774,8819901030,11/18/2014,810000.0,3,2.0,2390,8025,2.0,0.0,0.0,Excellent,7,2390,0.0,1921,0.0,98105,47.6707,-122.288,1920,5350,11,Fall
3775,3775,2623069067,3/5/2015,605000.0,3,2.5,2460,138085,2.0,0.0,0.0,Very_Good,9,2460,0.0,1977,0.0,98027,47.4572,-122.007,2090,219542,3,Winter
3776,3776,8635700025,7/25/2014,522000.0,3,1.75,1630,15600,1.0,0.0,0.0,Good,7,1630,0.0,1958,0.0,98033,47.68,-122.165,1830,10850,7,Summer
3777,3777,98020300,2/3/2015,759000.0,5,2.75,3490,8230,2.0,0.0,0.0,Good,10,3490,0.0,2005,0.0,98075,47.5825,-121.97,3480,7331,2,Winter
3778,3778,7243500025,5/19/2014,411000.0,4,2.75,2500,5257,2.0,0.0,0.0,Good,8,2500,0.0,1966,0.0,98118,47.5293,-122.287,1660,5970,5,Spring
3779,3779,3329510850,3/6/2015,286950.0,4,2.5,2080,9846,1.0,0.0,0.0,Good,7,1240,840.0,1984,0.0,98001,47.3338,-122.268,1890,7977,3,Winter
3780,3780,9521100855,6/10/2014,440000.0,3,1.5,1290,1286,3.0,0.0,0.0,Good,7,1290,0.0,2000,0.0,98103,47.6617,-122.349,1720,1286,6,Spring
3781,3781,723049156,5/23/2014,149000.0,3,1.0,1700,8645,1.0,0.0,0.0,Good,6,1700,0.0,1955,0.0,98146,47.4899,-122.337,1500,7980,5,Spring
3782,3782,723049156,11/12/2014,284700.0,3,1.0,1700,8645,1.0,0.0,0.0,Good,6,1700,0.0,1955,0.0,98146,47.4899,-122.337,1500,7980,11,Fall
3783,3783,5130000090,9/9/2014,374950.0,3,2.5,2540,11562,1.0,0.0,1.0,Good,8,1290,1250.0,1964,0.0,98028,47.7614,-122.229,2230,10310,9,Summer
3784,3784,8562400025,9/16/2014,816000.0,3,1.5,1180,8545,1.0,0.0,0.0,Good,8,1180,0.0,1952,0.0,98004,47.624,-122.2,1660,9000,9,Summer
3785,3785,5706201140,11/21/2014,533250.0,4,1.75,1520,15398,1.0,0.0,0.0,Very_Good,7,1370,150.0,1960,0.0,98027,47.5265,-122.05,1840,12500,11,Fall
3786,3786,3034200198,6/3/2014,689800.0,3,2.75,2390,9313,1.0,0.0,0.0,Excellent,8,1390,1000.0,1942,0.0,98133,47.7209,-122.331,2390,12712,6,Spring
3787,3787,4077800017,8/13/2014,775000.0,4,2.75,2740,6200,1.5,0.0,3.0,Very_Good,8,1820,920.0,1947,0.0,98125,47.7084,-122.277,2430,6000,8,Summer
3788,3788,1245500099,5/6/2015,702000.0,3,2.5,2190,8528,1.0,0.0,0.0,Good,8,1760,430.0,1991,0.0,98033,47.6943,-122.209,2060,9811,5,Spring
3789,3789,4435000705,7/8/2014,160000.0,3,1.0,1350,8700,1.5,0.0,0.0,Good,6,1350,0.0,1942,0.0,98188,47.4497,-122.289,1300,8700,7,Summer
3790,3790,4435000705,3/9/2015,255500.0,3,1.0,1350,8700,1.5,0.0,0.0,Good,6,1350,0.0,1942,0.0,98188,47.4497,-122.289,1300,8700,3,Winter
3791,3791,2225059118,12/2/2014,949000.0,4,2.75,2980,42253,1.0,0.0,0.0,Very_Good,9,1860,1120.0,1973,0.0,98005,47.6392,-122.163,2980,42253,12,Winter
3792,3792,5126900405,7/31/2014,169500.0,2,1.0,790,7450,1.0,0.0,0.0,Very_Good,6,790,0.0,1944,0.0,98058,47.4743,-122.17,800,7450,7,Summer
3793,3793,5603800110,9/15/2014,586000.0,4,2.25,2130,9000,2.0,0.0,0.0,Very_Good,8,2130,0.0,1965,0.0,98006,47.5716,-122.159,2110,10431,9,Summer
3794,3794,2426059076,2/3/2015,680000.0,4,2.5,2700,37431,1.0,0.0,0.0,Very_Good,8,1600,1100.0,1978,0.0,98072,47.7258,-122.117,2290,37431,2,Winter
3795,3795,3260200110,12/8/2014,851500.0,3,2.0,3200,18184,1.0,0.0,0.0,Excellent,8,2000,1200.0,1977,0.0,98005,47.6034,-122.172,1670,7416,12,Winter
3796,3796,4235401055,5/14/2014,582500.0,2,1.5,1159,4800,1.0,0.0,0.0,Good,7,1159,0.0,1948,0.0,98199,47.6592,-122.399,1640,4800,5,Spring
3797,3797,1550000463,8/26/2014,637000.0,4,3.5,3080,118918,2.0,0.0,0.0,Good,9,3080,0.0,2008,0.0,98019,47.7721,-121.924,1830,434728,8,Summer
3798,3798,1823049144,1/28/2015,225000.0,3,1.0,1000,9295,1.0,0.0,0.0,Good,7,1000,0.0,1955,0.0,98146,47.484,-122.346,1320,13500,1,Winter
3799,3799,7012200215,12/31/2014,795000.0,3,3.25,2260,3727,2.0,0.0,0.0,Good,8,1880,380.0,2003,0.0,98119,47.6422,-122.361,1600,4800,12,Winter
3800,3800,5149300100,8/18/2014,304999.0,4,2.25,2270,9600,1.0,0.0,0.0,Good,7,1290,980.0,1976,0.0,98023,47.3261,-122.355,1930,15000,8,Summer
3801,3801,7335400215,5/5/2015,95000.0,1,0.75,760,5746,1.0,0.0,0.0,Very_Good,5,760,0.0,1915,0.0,98002,47.3046,-122.215,970,6696,5,Spring
3802,3802,7227501450,10/16/2014,240000.0,4,1.75,1420,5382,1.0,0.0,0.0,Excellent,5,1040,380.0,1942,0.0,98056,47.4946,-122.187,1150,5382,10,Fall
3803,3803,8146300025,8/13/2014,772000.0,4,2.5,2500,8680,1.0,0.0,0.0,Very_Good,7,1250,1250.0,1958,0.0,98004,47.6073,-122.192,2140,8680,8,Summer
3804,3804,3530540090,11/13/2014,245000.0,2,1.5,1450,6258,1.0,0.0,0.0,Very_Good,8,1450,291.851723974838,1983,0.0,98198,47.3785,-122.322,1460,5375,11,Fall
3805,3805,9284802215,12/5/2014,430000.0,5,3.0,2500,5750,1.0,0.0,0.0,Good,8,1430,1070.0,1999,0.0,98126,47.551,-122.369,1980,7130,12,Winter
3806,3806,1250202430,6/11/2014,799000.0,3,1.5,2210,6300,1.5,0.0,0.0,Excellent,8,2210,0.0,1916,0.0,98144,47.5892,-122.29,2700,6300,6,Spring
3807,3807,1241900028,4/17/2015,880000.0,5,2.75,3020,9187,2.0,0.0,0.0,Good,9,3020,0.0,2007,0.0,98033,47.6806,-122.167,2250,9675,4,Spring
3808,3808,8691400600,12/8/2014,750000.0,4,2.5,3290,7538,2.0,0.0,0.0,Good,9,3290,0.0,2004,0.0,98075,47.598,-121.972,3450,7538,12,Winter
3809,3809,1118000301,12/19/2014,2890000.0,4,4.0,5780,7173,2.0,0.0,0.0,Good,11,4130,1650.0,2008,0.0,98112,47.6374,-122.288,3930,7994,12,Winter
3810,3810,3905081500,6/4/2014,532000.0,3,2.5,1820,4910,2.0,0.0,0.0,Good,8,1820,0.0,1993,0.0,98029,47.5703,-121.996,2090,6668,6,Spring
3811,3811,5611000090,8/5/2014,525000.0,4,2.75,2500,10330,1.0,0.0,0.0,Very_Good,8,1380,1120.0,1978,0.0,98155,47.7743,-122.286,2270,10430,8,Summer
3812,3812,2013800705,11/17/2014,239000.0,2,1.0,1210,9375,1.0,0.0,1.0,Very_Good,7,1210,0.0,1952,0.0,98198,47.3865,-122.322,1680,8400,11,Fall
3813,3813,9276200850,6/16/2014,460000.0,2,1.5,1090,4000,1.0,0.0,0.0,Good,8,970,120.0,1951,0.0,98116,47.5798,-122.393,1700,4000,6,Spring
3814,3814,2785000110,6/5/2014,540000.0,4,2.25,1330,8400,1.5,0.0,0.0,Good,8,1330,0.0,1962,0.0,98005,47.6078,-122.169,2270,10146,6,Spring
3815,3815,2919702655,6/6/2014,475000.0,2,1.0,890,4590,1.0,0.0,0.0,Good,7,890,0.0,1923,0.0,98117,47.6901,-122.362,1310,4590,6,Spring
3816,3816,3942900115,4/21/2015,445000.0,3,1.75,1360,4998,1.0,0.0,0.0,Good,8,1360,0.0,1968,0.0,98108,47.547,-122.302,1350,4998,4,Spring
3817,3817,5452301810,9/5/2014,1580000.0,5,3.75,4220,9240,2.0,0.0,2.0,Excellent,11,3420,800.0,1991,0.0,98040,47.5895,-122.229,3380,9240,9,Summer
3818,3818,5104511730,4/9/2015,549950.0,4,2.5,3780,6800,2.0,0.0,0.0,Good,8,3780,0.0,2004,0.0,98038,47.3526,-122.012,3640,7326,4,Spring
3819,3819,3923400123,10/17/2014,294950.0,4,2.0,2610,14321,1.5,0.0,0.0,Very_Good,6,1690,920.0,1940,0.0,98188,47.4672,-122.296,1630,8599,10,Fall
3820,3820,2249500367,10/21/2014,736000.0,3,2.5,1980,2975,3.0,0.0,2.0,Good,8,1980,0.0,1993,0.0,98109,47.6294,-122.344,1980,3144,10,Fall
3821,3821,2916600110,4/30/2015,214946.0,3,1.75,1290,8688,1.0,0.0,0.0,Very_Good,7,1290,0.0,1980,0.0,98042,47.3655,-122.08,1750,9090,4,Spring
3822,3822,3629921140,10/30/2014,856000.0,5,3.25,3620,5500,2.0,0.0,2.0,Good,9,3620,0.0,2003,0.0,98029,47.5442,-121.996,3260,5500,10,Fall
3823,3823,8682250090,5/4/2014,775000.0,2,2.5,2680,7392,1.0,0.0,0.0,Good,9,2680,0.0,2004,0.0,98053,47.717,-122.026,2315,7045,5,Spring
3824,3824,6929602605,2/3/2015,205000.0,3,1.75,1200,8631,1.0,0.0,0.0,Good,7,1200,0.0,1959,0.0,98198,47.3864,-122.308,1564,8115,2,Winter
3825,3825,8550001515,10/1/2014,429592.0,2,2.75,1992,10946,1.5,0.0,4.0,Excellent,6,1288,704.0,1903,0.0,98070,47.3551,-122.475,1110,8328,10,Fall
3826,3826,1775800740,2/6/2015,414250.0,4,1.75,1640,13566,1.0,0.0,0.0,Very_Good,7,1120,520.0,1977,0.0,98072,47.7423,-122.099,1470,13530,2,Winter
3827,3827,1773101340,2/2/2015,399950.0,4,2.75,1920,4400,1.0,0.0,0.0,Very_Good,6,960,960.0,1906,0.0,98106,47.5532,-122.365,1040,4400,2,Winter
3828,3828,5561710110,10/14/2014,319990.0,3,2.25,1840,7326,1.0,0.0,0.0,Excellent,7,1370,470.0,1979,0.0,98031,47.3958,-122.168,2050,7475,10,Fall
3829,3829,1115800110,1/9/2015,524000.0,3,1.5,1310,9471,1.0,0.0,0.0,Very_Good,8,1310,0.0,1970,0.0,98052,47.6644,-122.148,2100,9449,1,Winter
3830,3830,2131701240,1/8/2015,349950.0,2,1.0,1050,6317,1.5,0.0,0.0,Very_Good,7,1050,0.0,1913,0.0,98019,47.7364,-121.981,1600,9616,1,Winter
3831,3831,8827901450,10/31/2014,889000.0,4,2.5,2570,4480,1.5,0.0,0.0,Very_Good,8,1580,990.0,1927,0.0,98105,47.6701,-122.291,2070,4480,10,Fall
3832,3832,4302200336,7/7/2014,300000.0,3,1.0,930,5160,1.5,0.0,0.0,Excellent,6,930,0.0,1919,0.0,98106,47.5256,-122.357,1060,5160,7,Summer
3833,3833,7550800916,6/2/2014,395000.0,1,1.0,730,3000,1.0,0.0,0.0,Good,7,730,0.0,1911,0.0,98107,47.6741,-122.396,1520,5000,6,Spring
3834,3834,534000112,2/3/2015,348000.0,2,2.5,1270,1242,3.0,0.0,0.0,Good,7,1270,0.0,2008,0.0,98117,47.701,-122.362,1280,1199,2,Winter
3835,3835,3885801450,2/26/2015,830000.0,2,1.0,1150,6000,1.0,0.0,1.0,Very_Good,7,710,440.0,1921,0.0,98033,47.6841,-122.213,2450,7200,2,Winter
3836,3836,522059013,6/12/2014,173000.0,2,1.0,820,10450,1.0,0.0,0.0,Very_Good,7,820,0.0,1965,0.0,98055,47.4261,-122.199,1240,11200,6,Spring
3837,3837,3342700405,5/22/2014,585000.0,4,1.75,3000,42200,1.0,0.0,3.0,Good,7,1500,1500.0,1950,0.0,98056,47.5265,-122.202,2500,9821,5,Spring
3838,3838,9276201140,2/13/2015,576750.0,3,2.0,2220,5000,1.0,0.0,0.0,Very_Good,7,1110,1110.0,1966,0.0,98116,47.5807,-122.394,1450,5000,2,Winter
3839,3839,7972601280,5/4/2015,495000.0,5,3.25,2500,7620,1.0,0.0,3.0,Good,7,1250,1250.0,1962,0.0,98106,47.5298,-122.344,2020,7620,5,Spring
3840,3840,2734100734,10/15/2014,216650.0,3,3.5,1540,1427,2.0,0.0,0.0,Good,7,1360,180.0,2007,0.0,98109,47.542,-122.322,1220,4000,10,Fall
3841,3841,4022900077,4/13/2015,615000.0,4,2.75,2750,15450,1.0,0.0,0.0,Good,8,1800,950.0,1978,0.0,98155,47.7749,-122.283,2750,10620,4,Spring
3842,3842,1777600490,10/24/2014,675000.0,4,2.5,3130,12463,1.0,0.0,0.0,Very_Good,8,1620,1510.0,1978,0.0,98006,47.569,-122.127,2740,11779,10,Fall
3843,3843,2193310300,4/1/2015,510000.0,3,2.0,1430,9250,1.0,0.0,0.0,Very_Good,8,990,440.0,1983,0.0,98052,47.6952,-122.096,1830,8003,4,Spring
3844,3844,2322069168,5/7/2014,630000.0,3,2.5,2680,327135,2.0,0.0,0.0,Good,8,2680,0.0,1995,0.0,98010,47.3783,-122.003,2020,60080,5,Spring
3845,3845,7885800900,8/1/2014,359950.0,4,2.5,3010,5701,2.0,0.0,0.0,Good,8,3010,0.0,2003,0.0,98042,47.3492,-122.152,3010,5772,8,Summer
3846,3846,1545800090,10/3/2014,265000.0,3,1.5,1530,7500,1.5,0.0,0.0,Good,7,1530,0.0,1986,0.0,98038,47.3639,-122.055,2080,11250,10,Fall
3847,3847,7131300025,5/21/2014,210000.0,3,1.0,1240,4842,1.0,0.0,0.0,Very_Good,6,1240,0.0,1916,0.0,98118,47.5166,-122.269,1540,5110,5,Spring
